,question,allennlp_entities,extracted_entities,image_urls
0,How do different lenses form images in optical devices?,"['optical devices', 'images in optical devices', 'images', 'different lenses']","[['Optics', 'Optics'], ['Optics', 'Optics'], ['Mains electricity', 'Sound film'], ['Camera lens', 'Camera lens']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Polarization_upon_specular_reflection.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Planewave_at_an_interface_0_degrees_TIR.gif'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Polarization_upon_specular_reflection.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Planewave_at_an_interface_0_degrees_TIR.gif'], ['https://upload.wikimedia.org/wikipedia/commons/d/db/River_Eye_and_National_Grid_power_lines_-_geograph.org.uk_-_285305.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Expo1900SoundFilm.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/a/ac/Large_format_camera_lens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Emitar_lens_02.jpg']]"
0,What is the difference between concave and convex mirrors?,"['the difference', 'concave and convex mirrors', 'the difference between concave and convex mirrors']","[['Confusion', 'Confusion', 'Confusion'], ['Angle of reflection', 'Angle of reflection', 'Angle of reflection'], ['Optics', 'Strong force', 'Reflected']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Autism_Double_Empathy_1.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Spiegelung_der_Landschaft_in_einer_unbewegten_Wasserfl%C3%A4che.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/.00_2502_Spiegelung_der_Landschaft_im_Voldsfjorden%2C_Norwegen.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Polarization_upon_specular_reflection.png', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Vegas_Strong_F-16_Aviation_Nation_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Reflected_tree_-_geograph.org.uk_-_2054780.jpg']]"
0,What is the difference between covalent and ionic bonds?,"['the difference between covalent and ionic bonds', 'covalent', 'covalent and ionic bonds', 'the difference']","[['Covalent bond', 'Covalent bond'], ['Covalent bond', 'Covalent bond'], ['Covalent bonds', 'Covalent bonds'], ['Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/1/19/Covalent_bond_hydrogen.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Covalent_and_ionic_bonds.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/19/Covalent_bond_hydrogen.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Covalent_and_ionic_bonds.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f6/Formation_of_disulphide_covalent_bonds.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/209_Polar_Covalent_Bonds_in_a_Water_Molecule.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg']]"
0,What is the process of protein synthesis?,"['protein synthesis', 'the process', 'the process of protein synthesis']","[['Chemical synthesis', 'Chemical synthesis', 'Chemical synthesis'], ['Systematic process', 'Systematic process', 'Systematic process'], ['Proteins', 'Proteins', 'Proteins']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8b/Synthesis_of_MnCl3%28OPPh3%292.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Chemical_synthesis_intermediates.png', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Pyrazole_synthesis.svg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677770481%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/e2/Protein_mosaic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Proteins_3_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Proteins_15_--_Smart-Servier.png']]"
0,How do different types of microorganisms impact human health?,"['different types of microorganisms', 'microorganisms', 'different types', 'human health']","[['Bacteria', 'Bacteria'], ['Bacteria', 'Bacteria'], ['Classification', 'Classification'], ['Plate movement', 'Human']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif'], ['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png'], ['https://upload.wikimedia.org/wikipedia/commons/8/8b/Plates_tect2_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Human_Neuroaxis-as.svg']]"
0,What are the differences between prokaryotic and eukaryotic cells?,"['prokaryotic and eukaryotic cells', 'the differences between prokaryotic and eukaryotic cells', 'the differences']","[['Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells'], ['Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells'], ['Confusion', 'Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/1/1a/Origin_of_eukaryotic_viruses.webp', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Forms_of_eukaryotic_cellular_excitability.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Organization_of_in_a_eukaryotic_cell_%28hy%29.svg'], ['https://upload.wikimedia.org/wikipedia/commons/1/1a/Origin_of_eukaryotic_viruses.webp', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Forms_of_eukaryotic_cellular_excitability.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Organization_of_in_a_eukaryotic_cell_%28hy%29.svg'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Autism_Double_Empathy_1.png']]"
0,What is the principle of conservation of energy?,"['conservation of energy', 'energy', 'the principle of conservation of energy', 'the principle', 'conservation']","[['Energy', 'Energy'], ['Energy', 'Energy'], ['Energy', 'Energy'], ['Scientific principles', 'Scientific principles'], ['Conservation status', 'Conservation status']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/44/Ko-Conservation_status_EW.PNG', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Ko-Conservation_status_VU.PNG']]"
0,How does the human respiratory system work?,['the human respiratory system'],"[['Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs']]","[['https://upload.wikimedia.org/wikipedia/commons/c/c7/Respiratory_system_Malayalam.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Respiratory_system_complete_id.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Respiratory_system_complete_ar.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Respiratory_system_complete_tr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Respiratory_system_in_damselfly_larva_caudal_gill.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Respiratory_system_complete_no_labels.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Respiratory_system_be.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Human_respiratory_system_pedagogical_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Respiratory_system_complete_es.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Respiratory_system_complete_it.svg']]"
0,How does genetic engineering work and what are its applications?,"['its applications', 'genetic engineering']","[['Electronic technology', 'Electronic technology', 'Electronic technology', 'Electronic technology', 'Electronic technology'], ['Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering']]","[['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173601%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/56/The_First_Opening_Ceremony_of_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Lasertests.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/eb/Genetic_engineering_subtypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Genetic_engineering_logo.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Genetic_Manipulation.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Bacteria_used_to_make_wheat_seeds_nearly_immune_to_wheat_take-all.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Biotechnology_%26_Genetic_Engineering_Department_at_Jahangirnagar_University%2CBangladesh.jpg']]"
0,What is the structure and function of the human heart?,"['the structure and function', 'the human heart', 'the structure and function of the human heart']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Physiological system', 'Physiological system', 'Physiological system'], ['Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/fa/Organ_Systems_II.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Organ_Systems_I.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Organ_Systems_II_esp.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/d/d3/Blood_vessels-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Circulatory_system.tif', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Blood_vessels_%28retouched%29_-sl.svg']]"
0,What are the laws of reflection and refraction of light?,"['reflection and refraction', 'reflection and refraction of light', 'the laws of reflection and refraction of light', 'the laws', 'light']","[['ReFRACTION', 'ReFRACTION'], ['Refraction of light', 'Refraction of light'], ['Refraction of light', 'Refraction of light'], ['Laws of physics', 'Laws of physics'], ['light', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction-of-light_Christmas-deco.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/79/Refraction_of_Hertzian_waves_by_a_paraffin_lens_1897.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Light_Refraction_through_a_crystal_vase.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/79/Refraction_of_Hertzian_waves_by_a_paraffin_lens_1897.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Light_Refraction_through_a_crystal_vase.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/7f/Scientific_law_versus_Scientific_theories.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Raymond_William_Suchy%2C_Professor_of_Physics%2C_demonstrating_the_Conservation_Laws_of_Physics_circa_1959.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/1a/Ray_of_Light_Capture_d.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Light_spectrum_on_a_wall_caused_by_sunlight_going_through_prism_and_then_handmade_glass.jpg']]"
0,"What are the differences between alpha, beta, and gamma radiation?","['beta', 'the differences between alpha , beta , and gamma radiation', 'gamma radiation', 'the differences', 'alpha , beta , and gamma radiation']","[['Wheat', 'Beta carotene'], ['Gamma rays', 'Gamma rays'], ['Gamma rays', 'Gamma rays'], ['Confusion', 'Confusion'], ['Gamma rays', 'Gamma rays']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b4/Field_in_the_Pelagonia_region.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beta-carotene-conjugation.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/35/Gamma_Ray_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Gamma_ray_mean_free_path.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/35/Gamma_Ray_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Gamma_ray_mean_free_path.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg'], ['https://upload.wikimedia.org/wikipedia/commons/3/35/Gamma_Ray_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Gamma_ray_mean_free_path.png']]"
0,What are the principles of genetic variation and adaptation?,"['the principles of genetic variation and adaptation', 'genetic variation and adaptation', 'the principles']","[['Genetic variation', 'Genetic variation', 'Genetic variation'], ['Genetic variation', 'Genetic variation', 'Genetic variation'], ['Scientific principles', 'Scientific principles', 'Scientific principles']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Procrustes-transformed_PCA_plot_of_genetic_variation_of_European_populations.png'], ['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Procrustes-transformed_PCA_plot_of_genetic_variation_of_European_populations.png'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19014006.jpg']]"
0,How do different factors affect the rate of chemical reactions?,"['different factors', 'the rate', 'chemical reactions', 'the rate of chemical reactions']","[['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Chemical reactions', 'Chemical reactions'], ['Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg'], ['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg']]"
0,How does the process of meiosis contribute to genetic variation?,"['meiosis', 'the process', 'the process of meiosis', 'genetic variation']","[['Osmosis', 'Osmosis'], ['Systematic process', 'Systematic process'], ['Biological processes', 'Biological processes'], ['Genetic variation', 'Genetic variation']]","[['https://upload.wikimedia.org/wikipedia/commons/7/7f/Transport_Across_the_Plasma_Membrane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Osmosis_computer_simulation.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/6/69/Processes_in_the_biological_pump.webp', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Contrasting-purely-linguistic-purely-biological-and-analogous-processes-in-linguistics-and-biology.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png']]"
