,question,allennlp_entities,extracted_entities,image_urls
0,What is the difference between concave and convex mirrors?,"['the difference', 'concave and convex mirrors', 'the difference between concave and convex mirrors']","[['Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion', 'Confusion']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Autism_Double_Empathy_1.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Noun_confusion_2452309.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Noun_disorientation_Nithinan_2452297.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Anxiety_confusion_2686190.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Anxiety_and_confusion_2683238.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Grandfather_Confusion_29_%2824086043724%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Grandfather_Confusion_23_%2824620706201%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Grandfather_Confusion_11_%2824418702070%29.jpg']]"
0,What is the difference between covalent and ionic bonds?,"['covalent and ionic bonds', 'the difference between covalent and ionic bonds', 'the difference', 'covalent']","[['Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds', 'Covalent bonds']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f6/Formation_of_disulphide_covalent_bonds.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/209_Polar_Covalent_Bonds_in_a_Water_Molecule.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/MO-covalent_and_polar_bonds.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Covalent%26PolarBond.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Electron_cloud_densitometry-Example_2.png', 'https://upload.wikimedia.org/wikipedia/commons/6/65/PDB_1dhy_EBI.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/The_molecular_structure_of_Indium%28III%29_nitrate.webp', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/The_molecular_structure_of_Copper_peroxide.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Minimalna_energija.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Kovalentny_vodik.png']]"
0,What is the process of protein synthesis?,"['protein synthesis', 'the process of protein synthesis', 'the process']","[['Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process', 'Systematic process']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677770481%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820048324904%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820049851783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820670890655%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/The_international_encyclopaedia_of_surgery%3B_a_systematic_treatise_on_the_theory_and_practice_of_surgery_%281881%29_%2814777095571%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Scientists_in_the_processing_of_DNA_sequences._Institute_of_Systematics_and_Evolution_of_Animals_Polish_Academy_of_Sciences_in_Cracov.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/PRISMA_flow_diagram_showing_inclusion_process_of_studies_for_a_review_comparing_efficacies_of_interventions_in_reducing_belief_in_conspiracy_theories.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Revue_syst%C3%A9matique.png']]"
0,How do different types of microorganisms impact human health?,"['microorganisms', 'different types of microorganisms', 'different types', 'human health']","[['Bacteria', 'Bacteria', 'Bacteria', 'Unisexual flowers', 'Inorganic', 'Inorganic', 'Inorganic', 'Inorganic', 'Snow leopard', 'bacteria']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Plant_responses_to_bacteria_in_the_rhizosphere.webp', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/The_flower_and_the_bee%3B_plant_life_and_pollination_%281918%29_%2814776780174%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Spatial_distribution_of_ocean_surface_dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Inorganic_pyrophosphatase.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Dissolved_inorganic_carbon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Sediment%2C_inorganic_chemistry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Uncia_uncia_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Introducing_plant_beneficial_bacteria_into_plant_seed.jpg']]"
0,What are the differences between prokaryotic and eukaryotic cells?,"['the differences between prokaryotic and eukaryotic cells', 'the differences', 'prokaryotic and eukaryotic cells']","[['Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells', 'Eukaryotic cells']]","[['https://upload.wikimedia.org/wikipedia/commons/1/1a/Origin_of_eukaryotic_viruses.webp', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Forms_of_eukaryotic_cellular_excitability.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Organization_of_in_a_eukaryotic_cell_%28hy%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Membrane_contact_sites_in_eukaryotic_cell_%28crayon_diagram%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Eukaryotic_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Retroviral_vector_infection_of_an_eukaryotic_animal_cell_04-22.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Blausen_0208_CellAnatomy.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Retroviral_vector_production_in_an_eukaryotic_cell_culture_04-22.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Eukaryotic_tree_of_life_%28Burki_et_al_2020%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Eukaryote_DNA-pa.svg']]"
0,What is the principle of conservation of energy?,"['energy', 'conservation of energy', 'the principle', 'the principle of conservation of energy', 'conservation']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,How does the human respiratory system work?,['the human respiratory system'],"[['Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs', 'Respiratory organs']]","[['https://upload.wikimedia.org/wikipedia/commons/c/c7/Respiratory_system_Malayalam.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Respiratory_system_complete_id.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Respiratory_system_complete_ar.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Respiratory_system_complete_tr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Respiratory_system_in_damselfly_larva_caudal_gill.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Respiratory_system_complete_no_labels.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Respiratory_system_be.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Human_respiratory_system_pedagogical_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Respiratory_system_complete_es.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Respiratory_system_complete_it.svg']]"
0,How does genetic engineering work and what are its applications?,"['genetic engineering', 'its applications']","[['Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering', 'Genetic engineering']]","[['https://upload.wikimedia.org/wikipedia/commons/e/eb/Genetic_engineering_subtypes.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Genetic_engineering_logo.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Genetic_Manipulation.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Bacteria_used_to_make_wheat_seeds_nearly_immune_to_wheat_take-all.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Biotechnology_%26_Genetic_Engineering_Department_at_Jahangirnagar_University%2CBangladesh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Figure_2_-_D._radiodurans_genetic_engineering.png', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851358889012%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851359640386%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851359638421%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Internacional_Centre_for_Genetic_Engineering_and_Biotechnology_%2851360651705%29.jpg']]"
0,What is the structure and function of the human heart?,"['the structure and function of the human heart', 'the structure and function', 'the human heart']","[['Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system', 'Blood circulatory system']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d3/Blood_vessels-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Circulatory_system.tif', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Blood_vessels_%28retouched%29_-sl.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Circulatory_systems_in_the_animal_kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Diagram_showing_the_circulatory_system_of_the_body_CRUK_299.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Warm-blooded_Circulation.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Blood_vessels_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Grafik_blutkreislauf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Brain_blood_vasculature_as_a_function_of_blood_flow_-_journal.pbio.1001375.g001.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Blood_vessels_%28retouched%29_-en.svg']]"
0,What are the laws of reflection and refraction of light?,"['reflection and refraction of light', 'reflection and refraction', 'the laws', 'the laws of reflection and refraction of light', 'light']","[['Light source', 'Light source', 'Light source', 'Sacs', 'light', 'light', 'light', 'light', 'light', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/USA_Antelope-Canyon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Emanation_1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Chicago_Union_Station_1943.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Sacs_vocaux_d%27une_grenouille.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Ray_of_Light_Capture_d.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Light_spectrum_on_a_wall_caused_by_sunlight_going_through_prism_and_then_handmade_glass.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/General_introduction_to_light_attenuation_and_observation_of_natural_fluorescence_in_near-shore_marine_environments_-_12898_2008_104_MOESM4_ESM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Leds_sodium_spectrum_fr.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Electromagnetic_spectrum_bands.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/LUMA_Southern_Light_Project_Queenstown%2C_New_Zealand.jpg']]"
0,"What are the differences between alpha, beta, and gamma radiation?","['the differences', 'alpha , beta , and gamma radiation', 'the differences between alpha , beta , and gamma radiation', 'beta', 'gamma radiation']","[['Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays', 'Gamma rays']]","[['https://upload.wikimedia.org/wikipedia/commons/3/35/Gamma_Ray_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Gamma_ray_mean_free_path.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/GRETINA_Gamma_Ray_Detector.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Gamma_Ray_27x39_ENGLISH.tif', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Gamma_Ray_27x39_ENGLISH.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Pb-gamma-xs.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Alfa_beta_gamma_radiation_penetration_PT.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Alfa_beta_gamma_radiation_penetration_DE.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Alfa_beta_gamma_radiation_penetration_mk.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Alfa_beta_gamma_radiation_penetration_kr.svg']]"
0,What are the principles of genetic variation and adaptation?,"['the principles of genetic variation and adaptation', 'genetic variation and adaptation', 'the principles']","[['Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Procrustes-transformed_PCA_plot_of_genetic_variation_of_European_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Genetic_variation_of_mestizo_populations_in_Latin_America.PNG', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Variation_and_timing_of_Basque-like_genetic_contributions_in_Iberia.png', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Sub-Saharan_African_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Central_and_South_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Genetic_variation.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Procrustes-transformed_PCA_plot_of_genetic_variation_of_East_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Genetic_Variation.jpg']]"
0,How do different factors affect the rate of chemical reactions?,"['chemical reactions', 'the rate of chemical reactions', 'different factors', 'the rate']","[['Chemical reaction', 'Chemical reaction', 'Chemical reaction', 'soil', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/3/33/Epicocconone_fluorogenic_reaction_scheme.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/3-ALD-reaction-schemes.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Soil_profile_0-125cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Toluene_Bromonation_Reactions_V.2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Small_molecule_activation_reactions_of_phosphasilene.tif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Transmetallation_reactions_of_plumbylenes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Insertion_reactions_of_plumbylenes.png']]"
0,How does the process of meiosis contribute to genetic variation?,"['the process of meiosis', 'genetic variation', 'meiosis', 'the process']","[['Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation', 'Genetic variation']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Procrustes-transformed_PCA_plot_of_genetic_variation_of_European_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Genetic_variation_of_mestizo_populations_in_Latin_America.PNG', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Variation_and_timing_of_Basque-like_genetic_contributions_in_Iberia.png', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Sub-Saharan_African_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Central_and_South_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Genetic_variation.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Procrustes-transformed_PCA_plot_of_genetic_variation_of_East_Asian_populations.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Genetic_Variation.jpg']]"
