,answer,allennlp_entities,extracted_entities,image_urls
0,The principles of DNA replication and gene expression are fundamental processes in molecular biology,"['fundamental processes', 'The principles', 'DNA replication', 'gene expression', 'fundamental processes in molecular biology', 'The principles of DNA replication and gene expression', 'DNA replication and gene expression', 'molecular biology']","[['DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication', 'DNA replication']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/DNA_replication_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/DNA_replication_cy.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/DNA_replication_he.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/DNA_Polymerase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/DNA_replication.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/DNA_Helicase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/DNA_Ligase_DNA_Replication.png', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Origins_of_DNA_replication_Figure_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/DNA-Replikation.png']]"
0,Wave polarization refers to the orientation of the oscillations of a wave in a specific direction,"['the orientation', 'a specific direction', 'the orientation of the oscillations of a wave in a specific direction', 'the oscillations of a wave', 'Wave polarization', 'a wave', 'the oscillations']","[['Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Blender3D_CircularWaveAnim.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Wave_Crashing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Porto_Covo_January_2020-11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Breaking_Wave.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Breaking_wave_looped.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Racing_the_Waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/I_am_a_wave..._-_Flickr_-_Hamed_Saber.jpg']]"
0,"The human skeletal system is composed of bones, cartilage, ligaments, and tendons","['ligaments', 'bones , cartilage , ligaments , and tendons', 'The human skeletal system', 'cartilage', 'tendons']","[['Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages', 'Cartilages']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ee/Hypertrophic_Zone_of_Epiphyseal_Plate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Gray952-Cartilages_larynx_-_vue_post%C3%A8rieure.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Costal_cartilages_back.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Costal_cartilages_above.png', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Costal_cartilages_frontal.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Costal_cartilages_back2.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Costal_cartilages_lateral.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Costal_cartilages_lateral2.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Nanofiber-based_engineered_cartilage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Costal_cartilages_frontal2.png']]"
0,Different factors can affect the rate of osmosis in cells,"['osmosis', 'cells', 'the rate', 'Different factors', 'the rate of osmosis in cells']","[['Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis', 'Osmosis']]","[['https://upload.wikimedia.org/wikipedia/commons/7/7f/Transport_Across_the_Plasma_Membrane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Osmosis_computer_simulation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Osmosis-ca.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Visking_tubing_osmosis_app_cup2.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Visking_tubing_osmosis_app.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Reverse_osmosis_membrane_element_layers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Reverse_Osmosis_Plant.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Osmosis.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/%C3%93smosis_es.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Cutaway_of_a_16%22_reverse_osmosis_tube.jpg']]"
0,"Series and parallel circuits are two common types of electrical circuits with distinct characteristics:

Series Circuit:
- In a series circuit, the components (such as resistors, bulbs, or other devices) are connected one after another, forming a single pathway for the current to flow","['parallel circuits', 'the current to flow', 'other devices', 'two common types of electrical circuits with distinct characteristics', 'electrical circuits with distinct characteristics', 'Series and parallel circuits', 'a single pathway', 'the components such as resistors , bulbs , or other devices', 'bulbs', 'distinct characteristics', 'another', 'a series circuit', 'electrical circuits', 'two common types', 'resistors , bulbs , or other devices', 'one', 'the components', 'resistors', 'a single pathway for the current to flow', 'the current', 'Series Circuit']","[['Bulbs', 'Bulbs', 'Bulbs', 'Bulbs', 'Bulbs', 'Bulbs', 'Beta carotene', 'bulb', 'bulb', 'bulb']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6c/Bulbs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/EB1911_Brain_Fig._2-Medulla%2C_Pons.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Various_leaf_forms%2C_leaf_arrangements_and_bulbs._Watercolour_Wellcome_V0043497.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Immature_Hippeastrum_aulicum_%28Ker_Gawl.%29_Herb._bulb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Electric_bulbs_for_vehicles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Bollen_van_hyacinth%2C_narcis%2C_tulp_en_crocus%2C_Bestanddeelnr_189-0826.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Tretinon.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Medulla_oblongata%2C_pons_and_middle_cerebellar_peduncle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Medulla_oblongata%2C_pons_and_middle_cerebellar_peduncle-es.png', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Medulla_oblongata_small.gif']]"
0,Wave interference is the phenomenon that occurs when two or more waves meet and combine in a region of space,"['a region', 'a region of space', 'the phenomenon that occurs when two or more waves meet and combine in a region of space', 'Wave interference', 'space', 'two or more waves', 'the phenomenon']","[['Region', 'Region', 'Readings', 'Regions', 'Regions', 'Regions', 'Regions', 'Regions', 'Regions', 'Regions']]","[['https://upload.wikimedia.org/wikipedia/commons/1/1c/ISS063-E-50763_-_View_of_Earth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/ISS026-E-31771_-_View_of_Earth.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Mazie_Hirono_reading_Medicare_news.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Flag_of_Party_of_Regions.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Ukraine-Historical_regions_uk.png', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Party_of_Regions_logo_%28Ukrainian%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Party_of_Regions_logo_%28Russian%29.png', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Party_of_Regions_Ukraine_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Party_of_Regions_logo_%28Ukrainian_version%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Party_of_Regions_meeting_in_Kiev_%282007%29.jpg']]"
0,Transpiration is the process by which plants lose water vapor through small openings called stomata on their leaves,"['stomata', 'small openings', 'the process by which plants lose water vapor through small openings called stomata on their leaves', 'plants', 'the process', 'water vapor', 'their leaves', 'Transpiration', 'small openings called stomata on their leaves']","[['Plant', 'Plant', 'Plant', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/8/87/Green_plant_with_thorns16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Green_plant_texture_long_thin_leaves_grass_like.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/D%C3%BClmen%2C_Hausd%C3%BClmen%2C_eisbedeckte_Pflanze_--_2021_--_5015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,"The human muscular system is made up of muscles, which are specialized tissues that allow for movement and provide support to the body","['specialized tissues that allow for movement and provide support to the body', 'specialized tissues', 'movement', 'muscles , which are specialized tissues that allow for movement and provide support to the body', 'The human muscular system', 'the body', 'muscles', 'support']","[['Leg muscles', 'Leg muscles', 'Porpoises', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'Muscles', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d4/1123_Muscles_of_the_Leg_that_Move_the_Foot_and_Toes_b.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/1123_Muscles_of_the_Leg_that_Move_the_Foot_and_Toes_c.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/HMSM_Porpoise_FL5727.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Levers_in_the_Skeletal_Muscular_System.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/1121_Intrinsic_Muscles_of_the_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Muscular_system-back.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Muscles_Controlled_by_the_Accessory_Nerve_-_Hebrew.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Skeletal_muscles_homo_sapiens.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/1119_Muscles_that_Move_the_Humerus_b.png', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Ferry_light_trail%2C_Rostock.jpg']]"
0,"Semiconductor devices are electronic components made from semiconductor materials, such as silicon or germanium","['semiconductor materials', 'silicon or germanium', 'electronic components made from semiconductor materials , such as silicon or germanium', 'electronic components', 'silicon', 'Semiconductor devices', 'germanium']","[['Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components', 'Electronic components']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b0/Electronics_components_%288367300286%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Electronics_components_%288267017346%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Electronics_components_%288366232715%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Provertha_Electronic_Components_Zrt.%2C_2019_Kapuv%C3%A1r.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Electronics_components_%288267017928%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Defective_%28burnt%29_resistor_-_cross-section_%2814292860860%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Electronics_components_%288267016386%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/A_healthy_assortment_of_components_%28437341128%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Defective_%28burnt%29_resistor_%2814476109731%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Resistor_damaged_arcing.jpg']]"
0,The principles of radio communication involve the transmission and reception of information using radio waves,"['The principles of radio communication', 'The principles', 'radio communication', 'information', 'the transmission and reception of information using radio waves', 'radio waves', 'the transmission and reception']","[['Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Radios', 'Animal excreta', 'Radio technology', 'Radio technology']]","[['https://upload.wikimedia.org/wikipedia/commons/7/79/Radio_towers_on_Sandia_Peak_-_closeup.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/KSTP_studios.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/The_PVR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Sergeant_Cecil_Trower_on_his_two-way_radio_equipped_BSA_motorcycle%2C_c1956.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Portable_radio_Olympic-401%2C_by_Mykola_Lebid_%281977%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Radio_Age_magazine%2C_Jan-Feb_1923_cover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/RadioShack_1200586_%289302524744%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Evolution_and_animal_life%3B_an_elementary_discussion_of_facts%2C_processes%2C_laws_and_theories_relating_to_the_life_and_evolution_of_animals_%281907%29_%2814586642920%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Vintage_Valiant_Transistor_Radio%2C_Model_HT-8053%2C_AM_Band%2C_8_Transistors%2C_Made_in_Japan%2C_Coffin-Shaped_Radio%2C_Maroon_Case%2C_Circa_1964_%288663047803%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Asheville_Radio_Museum_Interior.jpg']]"
0,Renewable energy sources are energy resources that are naturally replenished and have a minimal impact on the environment,"['the environment', 'energy resources that are naturally replenished and have a minimal impact on the environment', 'Renewable energy sources', 'a minimal impact on the environment', 'a minimal impact', 'energy resources']","[['Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel', 'Renewable fuel']]","[['https://upload.wikimedia.org/wikipedia/commons/4/48/Santorum_at_renewable_fuels_summit_003_%285388428871%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Renewable_energy_reduces_fossil_fuel_imports_to_Turkey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/20211104_Percentage_of_electricity_from_fossil_fuels%2C_nuclear%2C_renewables_-_biggest_fossil_fuel_emitters.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Photo_praxair_plant.hydrogen.infrastructure.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Net_electricity_generation_from_renewable_and_fossil_fuel_sources_in_Denmark.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Estimated_Renewable_Share_of_Total_Final_Energy_Consumption_%28TFEC%29_2009_v._2019.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Santorum_at_renewable_fuels_summit_005_%285388430363%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Santorum_at_renewable_fuels_summit_001_%285388427493%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Santorum_at_renewable_fuels_summit_008_%285389038918%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Santorum_at_renewable_fuels_summit_006_%285388431079%29.jpg']]"
0,"Nuclear energy is generated through the process of nuclear fission, where the nucleus of an atom is split into smaller parts, releasing a large amount of energy","['a large amount', 'smaller parts', 'nuclear fission', 'an atom', 'the nucleus', 'the nucleus of an atom', 'a large amount of energy', 'the process', 'energy', 'Nuclear energy', 'the process of nuclear fission , where the nucleus of an atom is split into smaller parts , releasing a large amount of energy']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
